640,640,473,0,540,70
640,640,494,247,551,345
640,640,551,257,621,356
640,640,541,459,631,534
640,640,495,540,562,628
640,640,380,457,426,521
640,640,492,377,536,451
640,640,442,352,496,444
640,640,393,308,443,395
640,640,304,290,369,379
640,640,446,154,503,246
640,640,396,24,463,119
640,640,345,55,407,163
640,640,295,89,349,145
640,640,276,143,320,188
640,640,193,285,269,441
640,640,294,442,334,494
640,640,326,552,391,640
640,640,283,538,321,640
640,640,217,530,257,633
640,640,156,562,224,640
640,640,124,406,160,486
640,640,164,425,191,513
640,640,85,491,136,562
640,640,141,258,183,381
640,640,59,274,117,376
640,640,32,29,61,120
640,640,241,0,284,49
640,640,321,0,360,28
640,640,284,13,331,73
640,640,0,448,33,542
640,640,0,243,17,320
