640,640,101,0,168,70
640,640,90,247,147,345
640,640,19,257,89,356
640,640,10,459,100,534
640,640,78,540,145,628
640,640,214,457,260,521
640,640,104,377,148,451
640,640,144,352,198,444
640,640,198,308,248,395
640,640,271,290,336,379
640,640,138,154,195,246
640,640,177,24,244,119
640,640,233,55,295,163
640,640,291,89,345,145
640,640,320,143,364,188
640,640,371,285,447,441
640,640,306,442,346,494
640,640,249,552,314,640
640,640,319,538,357,640
640,640,383,530,423,633
640,640,416,562,484,640
640,640,480,406,516,486
640,640,449,425,476,513
640,640,504,491,555,562
640,640,457,258,499,381
640,640,523,274,581,376
640,640,579,29,608,120
640,640,356,0,399,49
640,640,280,0,319,28
640,640,309,13,356,73
640,640,607,448,640,542
640,640,623,243,640,320
