416,416,299,72,361,114
416,416,371,56,415,88
416,416,387,111,415,147
416,416,332,129,392,168
416,416,380,164,415,210
416,416,323,203,403,253
416,416,288,191,341,233
416,416,368,246,414,285
416,416,351,293,415,337
416,416,304,334,360,370
416,416,299,297,361,336
416,416,230,286,304,332
416,416,209,326,275,365
416,416,135,296,218,353
416,416,180,243,255,287
416,416,237,211,295,250
416,416,207,169,273,208
416,416,234,130,310,176
416,416,103,153,187,193
416,416,40,159,116,208
416,416,22,261,88,301
416,416,81,254,158,302
416,416,45,51,107,89
416,416,76,80,148,125
416,416,137,49,198,83
416,416,295,33,338,64
416,416,257,68,299,101
416,416,197,114,245,151
416,416,187,83,233,114
416,416,51,17,88,42
416,416,37,122,105,164
416,416,141,197,213,240
416,416,2,158,49,193
416,416,140,13,178,40
